frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2890640.074808,282889.000000,35912.061678
4,2069251.868726,238270.000000,30850.945318
8,2567071.341580,269189.000000,64451.695905
16,3889405.346536,275387.000000,65642.581378
32,1897078.645853,254281.000000,21490.220636
64,3171494.943011,292931.000000,116857.646964
128,3112333.946954,286197.000000,56560.253288
256,5100928.855739,293621.000000,452236.490139
512,5561962.030810,274169.000000,292930.031400
1024,5003838.847260,286605.000000,584247.021408
2048,5165695.940340,292992.000000,999704.673011
4096,9396543.901448,254319.000000,4057682.886381
8192,6993417.638801,272679.000000,1270255.405628
16384,3011087.387396,250099.000000,1735249.311774
32768,4510967.453326,137990.000000,4184528.217594
65536,3112833.512038,133757.000000,2813300.550099
