frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1415348.382828,122835.000000,7051.035952
4,1948401.948906,276124.000000,12165.464438
8,2270915.931905,281441.000000,9324.880428
16,3267322.031156,302472.000000,165346.374584
32,3254955.548250,288602.000000,133374.076852
64,4416083.753298,287753.000000,212177.686023
128,5744238.573220,303034.000000,376106.973881
256,4434433.583666,276687.000000,491939.347652
512,4599861.224611,284438.000000,604803.889884
1024,4733991.641606,292897.000000,930436.970290
2048,3894472.631269,275388.000000,290014.048477
4096,8916621.338239,295818.000000,2443126.606697
8192,10521204.665451,279695.000000,4242721.739265
16384,6849144.788024,304935.000000,3371771.454155
32768,11510923.332068,301558.000000,8377864.532721
65536,2403053.242222,155203.000000,0.000000
