frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2042052.512217,268774.000000,0.000000
4,3077197.303814,265638.000000,0.000000
8,3645897.763759,302684.000000,0.000000
16,4211819.501255,303675.000000,0.000000
32,4025933.970669,302331.000000,0.000000
64,4521654.394072,293468.000000,0.000000
128,2655478.083707,284234.000000,0.000000
256,4582926.256021,290611.000000,0.000000
512,4165237.002407,297166.000000,0.000000
1024,4500266.226342,295976.000000,0.000000
2048,4343188.723222,292216.000000,0.000000
4096,6870035.203896,299845.000000,0.000000
8192,6275937.210821,300039.000000,0.000000
16384,5707580.170622,287453.000000,0.000000
32768,2184229.056459,125797.000000,0.000000
65536,6214947.793658,249842.000000,0.000000
