frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1848561.779281,299974.000000,0.000000
4,1170040.744944,246801.000000,0.000000
8,2131270.811857,243049.000000,0.000000
16,3288928.168259,291562.000000,0.000000
32,2982682.191776,271314.000000,0.000000
64,4524894.695297,301423.000000,0.000000
128,5678635.885961,306586.000000,0.000000
256,6109460.189318,294926.000000,0.000000
512,5484501.905507,272987.000000,0.000000
1024,4066835.986100,305553.000000,0.000000
2048,4043578.449828,264699.000000,0.000000
4096,3514999.232549,266519.000000,0.000000
8192,2815116.661258,218494.000000,0.000000
16384,2418794.280054,121092.000000,0.000000
32768,7401811.677053,303630.000000,0.000000
65536,5859958.849808,303680.000000,0.000000
