frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3253139.774919,298084.000000,59.749477
4,2590490.393235,269836.000000,43028.502124
8,3764430.697384,307181.000000,227021.609652
16,3878717.592240,305046.000000,120617.045744
32,4223270.622913,305741.000000,261230.932104
64,4248971.669755,303055.000000,135066.602130
128,4386577.987017,303972.000000,221256.866495
256,4126182.980298,306007.000000,344128.746206
512,4464394.610206,299904.000000,583356.027129
1024,3719831.705941,289069.000000,586125.223494
2048,4805822.420404,286016.000000,1069982.362651
4096,4372442.741330,301798.000000,1113712.030845
8192,5491931.513232,303353.000000,1490875.019451
16384,4630020.727530,186757.000000,2423751.306320
32768,1077755.802493,69255.000000,476824.803574
65536,5613529.534574,250027.000000,3011674.454419
