frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2050516.240499,253521.000000,14113.652362
4,2575705.177209,296821.000000,13709.006200
8,2577036.688366,305620.000000,79860.883667
16,4035751.399712,307338.000000,150775.381969
32,3008827.127545,292161.000000,34767.474369
64,3454266.915839,288829.000000,12780.679403
128,4966498.950018,306239.000000,468892.072045
256,5630586.072738,304950.000000,372365.911706
512,4587784.994400,300002.000000,570198.038617
1024,2722368.141426,295262.000000,410603.265978
2048,4566984.971211,293352.000000,303986.399433
4096,2273896.609047,297881.000000,348708.592134
8192,2092961.951715,124469.000000,845171.376481
16384,6102750.417191,278372.000000,2842317.985465
32768,3971844.983220,278886.000000,1872930.869109
65536,12741317.417084,307083.000000,12741317.417084
