frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3141399.223800,304448.000000,0.000000
4,1615630.985715,163886.000000,0.000000
8,3322838.544348,301163.000000,0.000000
16,4282050.761580,305513.000000,0.000000
32,3513199.482136,305616.000000,0.000000
64,4351555.982930,302975.000000,0.000000
128,4671538.561926,290867.000000,0.000000
256,4263240.494172,303830.000000,0.000000
512,3667751.294129,301363.000000,0.000000
1024,5778703.347316,306518.000000,0.000000
2048,5185334.835395,297406.000000,0.000000
4096,1870460.675565,138441.000000,0.000000
8192,4082610.942123,298433.000000,0.000000
16384,4921320.986536,273859.000000,0.000000
32768,3485641.767510,233654.000000,0.000000
65536,4021021.809138,298020.000000,0.000000
