frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2686727.748391,305181.000000,93937.603573
4,3398180.227243,288371.000000,28921.000000
8,3840292.048715,302955.000000,86721.052334
16,3182331.874110,278691.000000,57741.189839
32,3752928.115864,291657.000000,101648.906394
64,4888916.060706,299686.000000,235030.807578
128,3581633.718422,297150.000000,69407.552262
256,4028539.291752,304584.000000,140101.970493
512,3798697.820908,302142.000000,198737.822646
1024,7040172.712844,299072.000000,1386156.233501
2048,2721093.492577,244617.000000,755990.551829
4096,5740299.789327,274631.000000,988353.469424
8192,2214504.770068,120299.000000,1368312.799142
16384,9610109.365121,304860.000000,5814205.283678
32768,7047196.851196,305870.000000,4685283.694706
65536,6305437.156196,182176.000000,5472384.463677
