frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3371155.289356,306042.000000,26176.245166
4,2727265.072472,277212.000000,62248.645568
8,2379695.710909,279215.000000,1362.514220
16,3280660.288478,303680.000000,108726.172245
32,3837929.655692,303741.000000,44257.228867
64,3690331.632836,305914.000000,244130.314207
128,3474707.511523,294855.000000,234077.550513
256,5383888.226717,302997.000000,292332.870812
512,3732378.404188,274837.000000,347631.238824
1024,4973470.946982,303363.000000,615461.307859
2048,5271598.508455,280055.000000,1143084.130762
4096,4559191.488604,278561.000000,1411406.900375
8192,5310174.741645,304919.000000,788578.406454
16384,4121056.539283,282126.000000,1932908.401403
32768,7957378.606623,304540.000000,5297716.366858
65536,5411804.707495,249161.000000,3843283.500920
