frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,4080478.736234,93079.000000,0.000000
4,4234545.382905,223287.000000,0.000000
8,856144.268535,86810.000000,0.000000
16,3738771.949726,239367.000000,0.000000
32,4016603.649957,110557.000000,0.000000
64,5978345.637614,149988.000000,0.000000
128,5538474.608961,134750.000000,0.000000
256,6251757.718560,160774.000000,0.000000
512,8871886.090526,211305.000000,0.000000
1024,8186785.215918,197473.000000,0.000000
2048,7140849.672408,305502.000000,0.000000
4096,5398493.280006,119482.000000,0.000000
8192,6752649.381350,260533.000000,0.000000
16384,12398882.621496,272104.000000,0.000000
32768,5234863.422520,130032.000000,0.000000
65536,1562510.962284,64551.000000,0.000000
