frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,674209.611925,98085.000000,8132.979589
4,1997853.520019,235700.000000,41220.621732
8,2481285.599208,233004.000000,12353.802653
16,2114272.914034,300708.000000,88768.932184
32,2369098.893106,295321.000000,52005.077531
64,3370546.481275,302833.000000,53153.261857
128,4420732.375017,298037.000000,216091.030221
256,5816469.691240,286360.000000,234168.987701
512,4250751.688896,300074.000000,461779.772557
1024,5862034.648281,260110.000000,1293334.498104
2048,5602636.513077,304825.000000,491765.323792
4096,6608835.465923,304832.000000,777162.062764
8192,5994357.611048,248006.000000,2984417.435984
16384,4096371.067279,271249.000000,2220762.039767
32768,3663384.817978,306094.000000,986416.540581
65536,8094623.675545,249638.000000,6363475.989728
