frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2611814.847105,259318.000000,24355.004619
4,3592731.093259,307984.000000,24666.078164
8,3805170.972472,301991.000000,37.000000
16,3638361.417580,302291.000000,46565.893603
32,3026837.702397,303720.000000,59170.900196
64,4411702.864986,306401.000000,160082.562373
128,3643885.737351,301480.000000,215118.483829
256,4162165.071813,298534.000000,230868.919383
512,4422827.630001,304957.000000,422873.045157
1024,3609564.108264,296244.000000,486269.493686
2048,5295611.268500,300400.000000,909036.001396
4096,4742160.694847,275614.000000,712417.646843
8192,5266435.475628,300662.000000,1817311.860487
16384,7340386.014721,303737.000000,2768188.670883
32768,11232687.784171,307104.000000,7970863.707817
65536,4648124.712304,296267.000000,2743447.342936
