frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2773617.678046,272583.000000,40288.005324
4,3278672.322221,298097.000000,58462.114801
8,2702283.948325,263677.000000,49651.296368
16,3984097.374748,305549.000000,110562.462486
32,3249523.908194,257488.000000,102426.529361
64,4120529.143720,305993.000000,123750.632091
128,4040971.045693,285303.000000,242661.727469
256,3776460.968298,304881.000000,330770.061448
512,3629243.537334,302097.000000,394911.901203
1024,5336387.894236,307724.000000,735852.161935
2048,6662354.211084,307584.000000,583412.311088
4096,4540686.896517,297688.000000,952304.625234
8192,8115811.628939,307498.000000,1898306.476898
16384,7754053.928472,274391.000000,4122867.926447
32768,10442195.032203,306280.000000,6520183.965109
65536,1193827.446555,99930.000000,0.000000
