frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2022191.628974,248772.000000,59716.182187
4,3455249.569375,81403.000000,31196.332140
8,3067506.092867,84788.000000,24109.694233
16,2599017.007557,78478.000000,10126.578988
32,6665911.658215,164059.000000,264279.753091
64,6934185.845166,246717.000000,302029.256018
128,5612375.354234,285651.000000,210212.242769
256,6902118.949202,305413.000000,1039415.293395
512,7874791.678777,305735.000000,983263.361515
1024,6824357.067140,162330.000000,357143.229993
2048,7943122.329164,284008.000000,2309245.494488
4096,5737588.853859,304545.000000,545645.676810
8192,3785367.585934,233554.000000,1193547.538264
16384,4707578.870856,109398.000000,3177074.361741
32768,11107949.422045,247075.000000,9899158.994392
65536,1584933.931836,70207.000000,0.000000
