frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2852302.655968,289832.000000,70750.506853
4,2813628.884457,304265.000000,42552.811070
8,3378644.634355,280764.000000,5203.476434
16,2939756.213372,292048.000000,162673.807080
32,4312754.144129,275881.000000,302096.247097
64,4644767.293728,283490.000000,378628.798996
128,5344453.664911,286528.000000,58651.341280
256,5370354.034410,306151.000000,595503.685392
512,5772659.014582,305470.000000,247142.777372
1024,3169796.669202,305115.000000,535741.637119
2048,6299079.322280,251811.000000,1083948.262477
4096,6132673.192729,232967.000000,2313696.432886
8192,3849830.209335,272921.000000,1813290.551697
16384,10218200.036593,305512.000000,5677025.479823
32768,2690766.804185,193450.000000,1772802.501651
65536,6329266.669320,190434.000000,5717065.710438
