frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3358017.073144,73171.000000,0.000000
4,2438417.800253,51551.000000,0.000000
8,4098231.424351,100463.000000,0.000000
16,4633969.680425,125875.000000,0.000000
32,4729827.710766,108350.000000,0.000000
64,3502956.405975,244475.000000,0.000000
128,6418022.670409,164826.000000,0.000000
256,7832506.629517,190598.000000,0.000000
512,4372573.088677,115351.000000,0.000000
1024,7142909.793239,158296.000000,0.000000
2048,3473485.454932,110595.000000,0.000000
4096,6223584.536939,213242.000000,0.000000
8192,5978984.475179,170657.000000,0.000000
16384,10088419.825913,248388.000000,0.000000
32768,4915347.519774,143793.000000,0.000000
65536,7863335.266018,305083.000000,0.000000
