frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_max_flow_time,Dynamic_BAL_njobs100_mode2_max_flow_time,Dynamic_BAL_njobs100_mode3_max_flow_time,Dynamic_BAL_njobs100_mode4_max_flow_time,Dynamic_BAL_njobs100_mode5_max_flow_time,Dynamic_BAL_njobs100_mode6_max_flow_time,Dynamic_BAL_njobs100_mode7_max_flow_time
1024,223331.377686,213622.730675,213622.730675,223331.377686,223331.377686,213622.730675,213622.730675,48121.000000,48121.000000,48121.000000,48121.000000,48121.000000,48121.000000,48121.000000
32768,8498.453918,8498.453918,8498.453918,8498.453918,8498.453918,8498.453918,8498.453918,4668.000000,4668.000000,4668.000000,4668.000000,4668.000000,4668.000000,4668.000000
16384,249714.465554,249714.465554,249714.465554,249714.465554,249714.465554,249714.465554,249714.465554,210073.000000,210073.000000,210073.000000,210073.000000,210073.000000,210073.000000,210073.000000
256,191852.211249,191852.211249,191852.211249,191852.211249,191852.211249,191852.211249,191852.211249,51646.000000,51646.000000,51646.000000,51646.000000,51646.000000,51646.000000,51646.000000
16,171300.250417,171300.250417,171300.250417,171300.250417,171300.250417,171300.250417,171300.250417,45811.000000,45811.000000,45811.000000,45811.000000,45811.000000,45811.000000,45811.000000
64,197460.279773,197460.279773,197460.279773,197460.279773,197460.279773,197460.279773,197460.279773,44917.000000,44917.000000,44917.000000,44917.000000,44917.000000,44917.000000,44917.000000
65536,15587.536945,15587.536945,15587.536945,15587.536945,15587.536945,15587.536945,15587.536945,8907.000000,8907.000000,8907.000000,8907.000000,8907.000000,8907.000000,8907.000000
8,202596.842584,202596.842584,202596.842584,202596.842584,202596.842584,202596.842584,202596.842584,49542.000000,49542.000000,49542.000000,49542.000000,49542.000000,49542.000000,49542.000000
8192,401839.054366,409715.687719,379672.490497,401839.054366,401839.054366,369762.957521,398584.333572,42924.000000,40205.000000,45120.000000,42924.000000,42924.000000,45120.000000,42924.000000
4,194243.412527,194243.412527,194243.412527,194243.412527,194243.412527,194243.412527,194243.412527,65568.000000,65568.000000,65568.000000,65568.000000,65568.000000,65568.000000,65568.000000
2,204541.889573,204541.889573,204541.889573,204541.889573,204541.889573,204541.889573,204541.889573,50762.000000,50762.000000,50762.000000,50762.000000,50762.000000,50762.000000,50762.000000
128,180832.752653,180832.752653,180832.752653,180832.752653,180832.752653,180832.752653,180832.752653,43747.000000,43747.000000,43747.000000,43747.000000,43747.000000,43747.000000,43747.000000
512,272506.171668,272506.171668,272506.171668,272506.171668,272506.171668,272506.171668,272506.171668,57203.000000,57203.000000,57203.000000,57203.000000,57203.000000,57203.000000,57203.000000
32,214564.376463,214564.376463,214564.376463,214564.376463,214564.376463,214564.376463,214564.376463,46712.000000,46712.000000,46712.000000,46712.000000,46712.000000,46712.000000,46712.000000
4096,338260.662970,322648.053126,300883.096127,321946.266462,338260.662970,300883.096127,300883.096127,49161.000000,49161.000000,55526.000000,49161.000000,49161.000000,55526.000000,55526.000000
2048,521235.860155,317372.406633,317372.406633,330381.880354,521235.860155,317372.406633,317372.406633,30354.000000,45923.000000,45923.000000,45923.000000,30354.000000,45923.000000,45923.000000
