frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_max_flow_time,Dynamic_BAL_njobs100_mode2_max_flow_time,Dynamic_BAL_njobs100_mode3_max_flow_time,Dynamic_BAL_njobs100_mode4_max_flow_time,Dynamic_BAL_njobs100_mode5_max_flow_time,Dynamic_BAL_njobs100_mode6_max_flow_time,Dynamic_BAL_njobs100_mode7_max_flow_time
16384,97267.680162,97267.680162,97267.680162,97267.680162,97267.680162,97267.680162,97267.680162,34767.000000,34767.000000,34767.000000,34767.000000,34767.000000,34767.000000,34767.000000
1024,261680.621052,255543.101546,255543.101546,261680.621052,261680.621052,255543.101546,255543.101546,41437.000000,49028.000000,49028.000000,41437.000000,41437.000000,49028.000000,49028.000000
16,222219.748634,222219.748634,222219.748634,222219.748634,222219.748634,222219.748634,222219.748634,51318.000000,51318.000000,51318.000000,51318.000000,51318.000000,51318.000000,51318.000000
128,190635.489283,190635.489283,190635.489283,190635.489283,190635.489283,190635.489283,190635.489283,46096.000000,46096.000000,46096.000000,46096.000000,46096.000000,46096.000000,46096.000000
32768,24933.765620,24933.765620,24933.765620,24933.765620,24933.765620,24933.765620,24933.765620,2819.000000,2819.000000,2819.000000,2819.000000,2819.000000,2819.000000,2819.000000
2048,286406.198877,273125.101058,273125.101058,273125.101058,286406.198877,273125.101058,273125.101058,85246.000000,85246.000000,85246.000000,85246.000000,85246.000000,85246.000000,85246.000000
8192,141825.936679,142541.279775,142541.279775,141825.936679,141825.936679,141825.936679,142541.279775,63070.000000,63070.000000,63070.000000,63070.000000,63070.000000,63070.000000,63070.000000
8,209866.011460,209866.011460,209866.011460,209866.011460,209866.011460,209866.011460,209866.011460,67946.000000,67946.000000,67946.000000,67946.000000,67946.000000,67946.000000,67946.000000
4,205059.582102,205059.582102,205059.582102,205059.582102,205059.582102,205059.582102,205059.582102,49873.000000,49873.000000,49873.000000,49873.000000,49873.000000,49873.000000,49873.000000
65536,158748.578526,158748.578526,158748.578526,158748.578526,158748.578526,158748.578526,158748.578526,54234.000000,54234.000000,54234.000000,54234.000000,54234.000000,54234.000000,54234.000000
4096,231386.382942,231386.382942,231386.382942,231386.382942,231386.382942,231386.382942,231386.382942,47297.000000,47297.000000,47297.000000,47297.000000,47297.000000,47297.000000,47297.000000
256,182613.869465,182613.869465,182613.869465,182613.869465,182613.869465,182613.869465,182613.869465,60277.000000,60277.000000,60277.000000,60277.000000,60277.000000,60277.000000,60277.000000
32,191662.446815,191662.446815,191662.446815,191662.446815,191662.446815,191662.446815,191662.446815,46256.000000,46256.000000,46256.000000,46256.000000,46256.000000,46256.000000,46256.000000
2,183928.339994,183928.339994,183928.339994,183928.339994,183928.339994,183928.339994,183928.339994,61543.000000,61543.000000,61543.000000,61543.000000,61543.000000,61543.000000,61543.000000
512,156883.833829,156883.833829,156883.833829,156883.833829,156883.833829,156883.833829,156883.833829,50546.000000,50546.000000,50546.000000,50546.000000,50546.000000,50546.000000,50546.000000
64,173849.840598,173849.840598,173849.840598,173849.840598,173849.840598,173849.840598,173849.840598,41838.000000,41838.000000,41838.000000,41838.000000,41838.000000,41838.000000,41838.000000
