frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_max_flow_time,Dynamic_BAL_njobs100_mode2_max_flow_time,Dynamic_BAL_njobs100_mode3_max_flow_time,Dynamic_BAL_njobs100_mode4_max_flow_time,Dynamic_BAL_njobs100_mode5_max_flow_time,Dynamic_BAL_njobs100_mode6_max_flow_time,Dynamic_BAL_njobs100_mode7_max_flow_time
16384,231080.015555,231080.015555,231080.015555,231080.015555,231080.015555,231080.015555,231080.015555,45944.000000,45944.000000,45944.000000,45944.000000,45944.000000,45944.000000,45944.000000
32,176917.476525,176917.476525,176917.476525,176917.476525,176917.476525,176917.476525,176917.476525,51534.000000,51534.000000,51534.000000,51534.000000,51534.000000,51534.000000,51534.000000
16,180108.903717,180108.903717,180108.903717,180108.903717,180108.903717,180108.903717,180108.903717,49510.000000,49510.000000,49510.000000,49510.000000,49510.000000,49510.000000,49510.000000
128,267161.861427,194095.230892,194095.230892,194095.230892,267161.861427,194095.230892,194095.230892,30847.000000,48819.000000,48819.000000,48819.000000,30847.000000,48819.000000,48819.000000
4,219242.346028,219242.346028,219242.346028,219242.346028,219242.346028,219242.346028,219242.346028,51861.000000,51861.000000,51861.000000,51861.000000,51861.000000,51861.000000,51861.000000
4096,189088.771380,174933.422936,174933.422936,189088.771380,189088.771380,174933.422936,174933.422936,30273.000000,33439.000000,33439.000000,30273.000000,30273.000000,33439.000000,33439.000000
64,168388.972142,168388.972142,168388.972142,168388.972142,168388.972142,168388.972142,168388.972142,35387.000000,35387.000000,35387.000000,35387.000000,35387.000000,35387.000000,35387.000000
8192,74483.716200,74483.716200,59047.076210,59047.076210,74483.716200,59047.076210,59047.076210,27354.000000,27354.000000,34361.000000,34361.000000,27354.000000,34361.000000,34361.000000
1024,231594.426891,231594.426891,231594.426891,231594.426891,231594.426891,231594.426891,231594.426891,50699.000000,50699.000000,50699.000000,50699.000000,50699.000000,50699.000000,50699.000000
256,203142.111735,203142.111735,203142.111735,203142.111735,203142.111735,203142.111735,203142.111735,63419.000000,63419.000000,63419.000000,63419.000000,63419.000000,63419.000000,63419.000000
8,164079.115502,164079.115502,164079.115502,164079.115502,164079.115502,164079.115502,164079.115502,50617.000000,50617.000000,50617.000000,50617.000000,50617.000000,50617.000000,50617.000000
32768,9509.598467,9509.598467,9509.598467,9509.598467,9509.598467,9509.598467,9509.598467,8669.000000,8669.000000,8669.000000,8669.000000,8669.000000,8669.000000,8669.000000
65536,347487.929819,347487.929819,347487.929819,347487.929819,347487.929819,347487.929819,347487.929819,75929.000000,75929.000000,75929.000000,75929.000000,75929.000000,75929.000000,75929.000000
2048,172070.950733,165473.052051,165473.052051,172070.950733,172070.950733,165473.052051,165473.052051,35888.000000,35888.000000,35888.000000,35888.000000,35888.000000,35888.000000,35888.000000
512,162316.928683,162316.928683,162316.928683,162316.928683,162316.928683,162316.928683,162316.928683,39325.000000,39325.000000,39325.000000,39325.000000,39325.000000,39325.000000,39325.000000
2,176060.125114,176060.125114,176060.125114,176060.125114,176060.125114,176060.125114,176060.125114,40271.000000,40271.000000,40271.000000,40271.000000,40271.000000,40271.000000,40271.000000
