frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_max_flow_time,Dynamic_BAL_njobs100_mode2_max_flow_time,Dynamic_BAL_njobs100_mode3_max_flow_time,Dynamic_BAL_njobs100_mode4_max_flow_time,Dynamic_BAL_njobs100_mode5_max_flow_time,Dynamic_BAL_njobs100_mode6_max_flow_time,Dynamic_BAL_njobs100_mode7_max_flow_time
4096,214014.092613,235144.225983,170293.349301,214014.092613,214014.092613,170293.349301,215400.915096,35287.000000,27926.000000,40320.000000,35287.000000,35287.000000,40320.000000,35287.000000
16384,182709.614490,182709.614490,182709.614490,182709.614490,182709.614490,182709.614490,182709.614490,99148.000000,99148.000000,99148.000000,99148.000000,99148.000000,99148.000000,99148.000000
512,148076.539583,148076.539583,148076.539583,148076.539583,148076.539583,148076.539583,148076.539583,37039.000000,37039.000000,37039.000000,37039.000000,37039.000000,37039.000000,37039.000000
4,149672.287709,149672.287709,149672.287709,149672.287709,149672.287709,149672.287709,149672.287709,36250.000000,36250.000000,36250.000000,36250.000000,36250.000000,36250.000000,36250.000000
1024,205152.452735,205152.452735,205152.452735,205152.452735,205152.452735,205152.452735,205152.452735,43904.000000,43904.000000,43904.000000,43904.000000,43904.000000,43904.000000,43904.000000
128,174122.525223,174122.525223,174122.525223,174122.525223,174122.525223,175969.416604,174122.525223,39817.000000,39817.000000,39817.000000,39817.000000,39817.000000,40459.000000,39817.000000
8,185345.815397,185345.815397,185345.815397,185345.815397,185345.815397,185345.815397,185345.815397,63109.000000,63109.000000,63109.000000,63109.000000,63109.000000,63109.000000,63109.000000
16,200169.744964,200169.744964,200169.744964,200169.744964,200169.744964,200169.744964,200169.744964,43756.000000,43756.000000,43756.000000,43756.000000,43756.000000,43756.000000,43756.000000
8192,390956.710408,390956.710408,390956.710408,390956.710408,390956.710408,369548.891911,390956.710408,55548.000000,55548.000000,55548.000000,55548.000000,55548.000000,55548.000000,55548.000000
64,258344.675300,258344.675300,258344.675300,258344.675300,258344.675300,258344.675300,258344.675300,195342.000000,195342.000000,195342.000000,195342.000000,195342.000000,195342.000000,195342.000000
2,198542.265797,198542.265797,198542.265797,198542.265797,198542.265797,198542.265797,198542.265797,48298.000000,48298.000000,48298.000000,48298.000000,48298.000000,48298.000000,48298.000000
256,159833.005431,159833.005431,159833.005431,159833.005431,159833.005431,159833.005431,159833.005431,49634.000000,49634.000000,49634.000000,49634.000000,49634.000000,49634.000000,49634.000000
2048,223143.509789,223143.509789,223143.509789,223143.509789,223143.509789,223143.509789,223143.509789,46411.000000,46411.000000,46411.000000,46411.000000,46411.000000,46411.000000,46411.000000
32768,237755.436068,237755.436068,237755.436068,237755.436068,237755.436068,237755.436068,237755.436068,49571.000000,49571.000000,49571.000000,49571.000000,49571.000000,49571.000000,49571.000000
32,180982.565254,180982.565254,180982.565254,180982.565254,180982.565254,180982.565254,180982.565254,40223.000000,40223.000000,40223.000000,40223.000000,40223.000000,40223.000000,40223.000000
65536,646594.694167,646594.694167,646594.694167,646594.694167,646594.694167,646594.694167,646594.694167,35921.000000,35921.000000,35921.000000,35921.000000,35921.000000,35921.000000,35921.000000
