frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_max_flow_time,Dynamic_BAL_njobs100_mode2_max_flow_time,Dynamic_BAL_njobs100_mode3_max_flow_time,Dynamic_BAL_njobs100_mode4_max_flow_time,Dynamic_BAL_njobs100_mode5_max_flow_time,Dynamic_BAL_njobs100_mode6_max_flow_time,Dynamic_BAL_njobs100_mode7_max_flow_time
128,176125.063222,176125.063222,176125.063222,176125.063222,176125.063222,176125.063222,176125.063222,37896.000000,37896.000000,37896.000000,37896.000000,37896.000000,37896.000000,37896.000000
4,179370.222643,179370.222643,179370.222643,179370.222643,179370.222643,179370.222643,179370.222643,46850.000000,46850.000000,46850.000000,46850.000000,46850.000000,46850.000000,46850.000000
16384,87429.355265,87429.355265,87429.355265,87429.355265,87429.355265,87429.355265,87429.355265,36454.000000,36454.000000,36454.000000,36454.000000,36454.000000,36454.000000,36454.000000
4096,42021.454044,42021.454044,42021.454044,42021.454044,42021.454044,42021.454044,42021.454044,12958.000000,12958.000000,12958.000000,12958.000000,12958.000000,12958.000000,12958.000000
2,163390.307681,163390.307681,163390.307681,163390.307681,163390.307681,163390.307681,163390.307681,47862.000000,47862.000000,47862.000000,47862.000000,47862.000000,47862.000000,47862.000000
64,235526.665751,235526.665751,235526.665751,235526.665751,235526.665751,235526.665751,235526.665751,56201.000000,56201.000000,56201.000000,56201.000000,56201.000000,56201.000000,56201.000000
256,210773.122724,210773.122724,210773.122724,210773.122724,210773.122724,210773.122724,210773.122724,56164.000000,56164.000000,56164.000000,56164.000000,56164.000000,56164.000000,56164.000000
1024,244611.987169,244611.987169,244611.987169,244611.987169,244611.987169,244611.987169,244611.987169,57720.000000,57720.000000,57720.000000,57720.000000,57720.000000,57720.000000,57720.000000
32,191655.863453,191655.863453,191655.863453,191655.863453,191655.863453,191655.863453,191655.863453,45649.000000,45649.000000,45649.000000,45649.000000,45649.000000,45649.000000,45649.000000
65536,184296.615503,184296.615503,184296.615503,184296.615503,184296.615503,184296.615503,184296.615503,49536.000000,49536.000000,49536.000000,49536.000000,49536.000000,49536.000000,49536.000000
512,178864.812878,178864.812878,178864.812878,178864.812878,178864.812878,178864.812878,178864.812878,42423.000000,42423.000000,42423.000000,42423.000000,42423.000000,42423.000000,42423.000000
8,273647.197325,273647.197325,273647.197325,273647.197325,273647.197325,273647.197325,273647.197325,183974.000000,183974.000000,183974.000000,183974.000000,183974.000000,183974.000000,183974.000000
32768,16088.679281,16088.679281,16088.679281,16088.679281,16088.679281,16088.679281,16088.679281,12909.000000,12909.000000,12909.000000,12909.000000,12909.000000,12909.000000,12909.000000
8192,487486.292120,487231.152083,434485.420768,487486.292120,487486.292120,434485.420768,434485.420768,72553.000000,72553.000000,72553.000000,72553.000000,72553.000000,72553.000000,72553.000000
2048,141773.548182,141773.548182,141773.548182,141773.548182,141773.548182,141773.548182,141773.548182,35655.000000,35655.000000,35655.000000,35655.000000,35655.000000,35655.000000,35655.000000
16,183007.490746,183007.490746,183007.490746,183007.490746,183007.490746,183007.490746,183007.490746,57422.000000,57422.000000,57422.000000,57422.000000,57422.000000,57422.000000,57422.000000
