frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_max_flow_time,Dynamic_BAL_njobs100_mode2_max_flow_time,Dynamic_BAL_njobs100_mode3_max_flow_time,Dynamic_BAL_njobs100_mode4_max_flow_time,Dynamic_BAL_njobs100_mode5_max_flow_time,Dynamic_BAL_njobs100_mode6_max_flow_time,Dynamic_BAL_njobs100_mode7_max_flow_time
256,158809.267431,158809.267431,158809.267431,158809.267431,158809.267431,158809.267431,158809.267431,42937.000000,42937.000000,42937.000000,42937.000000,42937.000000,42937.000000,42937.000000
4,179752.345812,179752.345812,179752.345812,179752.345812,179752.345812,179752.345812,179752.345812,44898.000000,44898.000000,44898.000000,44898.000000,44898.000000,44898.000000,44898.000000
2048,78018.039568,78018.039568,78018.039568,78018.039568,78018.039568,78018.039568,78018.039568,32784.000000,32784.000000,32784.000000,32784.000000,32784.000000,32784.000000,32784.000000
1024,156503.078321,156503.078321,156503.078321,156503.078321,156503.078321,156503.078321,156503.078321,39489.000000,39489.000000,39489.000000,39489.000000,39489.000000,39489.000000,39489.000000
2,190060.567978,190060.567978,190060.567978,190060.567978,190060.567978,190060.567978,190060.567978,44869.000000,44869.000000,44869.000000,44869.000000,44869.000000,44869.000000,44869.000000
16,195316.754366,195316.754366,195316.754366,195316.754366,195316.754366,195316.754366,195316.754366,49153.000000,49153.000000,49153.000000,49153.000000,49153.000000,49153.000000,49153.000000
128,222959.805671,222959.805671,222959.805671,222959.805671,222959.805671,222959.805671,222959.805671,45578.000000,45578.000000,45578.000000,45578.000000,45578.000000,45578.000000,45578.000000
4096,579594.192698,385901.782328,579594.192698,579594.192698,579594.192698,385901.782328,385901.782328,75378.000000,79003.000000,75378.000000,75378.000000,75378.000000,79003.000000,79003.000000
65536,268314.427631,268314.427631,268314.427631,268314.427631,268314.427631,268314.427631,268314.427631,84712.000000,84712.000000,84712.000000,84712.000000,84712.000000,84712.000000,84712.000000
8192,166420.059419,177063.466593,135250.858319,166681.156041,166420.059419,135250.858319,135250.858319,14505.000000,13995.000000,23923.000000,14505.000000,14505.000000,23923.000000,23923.000000
8,181808.459811,181808.459811,181808.459811,181808.459811,181808.459811,181808.459811,181808.459811,48355.000000,48355.000000,48355.000000,48355.000000,48355.000000,48355.000000,48355.000000
16384,394563.403203,369755.090402,369755.090402,394563.403203,394563.403203,369755.090402,369755.090402,45943.000000,50563.000000,50563.000000,45943.000000,45943.000000,50563.000000,50563.000000
32,187993.762261,187993.762261,187993.762261,187993.762261,187993.762261,187993.762261,187993.762261,59932.000000,59932.000000,59932.000000,59932.000000,59932.000000,59932.000000,59932.000000
64,165298.412548,166009.238204,165298.412548,165298.412548,165298.412548,165298.412548,166009.238204,42014.000000,36245.000000,42014.000000,42014.000000,42014.000000,42014.000000,36245.000000
512,205111.289392,205111.289392,205111.289392,205111.289392,205111.289392,205111.289392,205111.289392,45615.000000,45615.000000,45615.000000,45615.000000,45615.000000,45615.000000,45615.000000
32768,129263.474539,129263.474539,129263.474539,124093.783531,129263.474539,121969.520803,129263.474539,7010.000000,7010.000000,7010.000000,9409.000000,7010.000000,9409.000000,7010.000000
