frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode3_maximum_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode5_maximum_flow_time,Dynamic_njobs100_mode6_maximum_flow_time
1024,133377.393643,145628.742795,150753.915100,152451.990371,153422.244186,159789.691704,15551.000000,15551.000000,14600.000000,14600.000000,11387.000000,5092.000000
128,11740456.648954,11577386.503067,11210806.529759,11167380.055933,11213522.808510,11167380.055933,508510.000000,508510.000000,568866.000000,568866.000000,568866.000000,568866.000000
16384,16031165.496610,16039880.406474,16062239.939951,16076868.278402,16151706.781931,16052309.259398,438602.000000,438602.000000,440232.000000,441933.000000,445451.000000,434765.000000
16,736161.661308,722230.577260,709547.825470,544668.454212,177724.403662,177654.888489,42947.000000,42947.000000,43170.000000,60624.000000,107864.000000,107864.000000
2048,16646584.053186,16570383.925491,16313004.600733,15836036.669765,12504789.414104,11642922.958223,337186.000000,337186.000000,337186.000000,337188.000000,526710.000000,547616.000000
256,23673918.167317,23774149.817606,23798522.419131,23798522.419131,23776846.254571,23798522.419131,825235.000000,825235.000000,825235.000000,825235.000000,825235.000000,825235.000000
2,10940110.577636,10972056.661894,11033853.691289,11033853.691289,11033853.691289,11057734.225704,478192.000000,478192.000000,506862.000000,506862.000000,506862.000000,506862.000000
32768,442058.991105,442060.444562,442062.697557,442072.949162,443487.221801,457270.492176,13844.000000,13844.000000,13844.000000,13844.000000,14601.000000,31064.000000
32,20801604.431322,20801604.431322,20801604.431322,20801604.431322,20801604.431322,20801604.431322,908664.000000,908664.000000,908664.000000,908664.000000,908664.000000,908664.000000
4096,22936622.635816,22901303.636948,22812837.374007,22590770.546811,22389122.379606,22389122.379606,798698.000000,798698.000000,798698.000000,798698.000000,804144.000000,804144.000000
4,186656.182376,145553.964735,116842.187424,116869.125482,116921.008540,116738.083700,22713.000000,46658.000000,46658.000000,46658.000000,46658.000000,46658.000000
512,17173029.039309,17177896.818925,17214000.655732,17214000.655732,17173029.039309,17214000.655732,831255.000000,831255.000000,831255.000000,831255.000000,831255.000000,831255.000000
64,20834522.407902,20570996.918106,20570996.918106,20570996.918106,20570996.918106,20570996.918106,821884.000000,832582.000000,832582.000000,832582.000000,832582.000000,832582.000000
65536,1422547.393274,1422547.378798,1422547.378798,1422547.378798,1422547.378798,1422547.378798,27980.000000,27980.000000,27980.000000,27980.000000,27980.000000,27980.000000
8192,24311754.617664,24228864.227725,21626467.202722,21660797.563165,21681786.453794,21623160.902549,542722.000000,542722.000000,725425.000000,725425.000000,725425.000000,725425.000000
8,11969218.714508,11842887.332360,11685349.124610,11526523.371055,11689649.152372,11507781.094578,500769.000000,512505.000000,541641.000000,549023.000000,541641.000000,549023.000000
