frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode3_maximum_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode5_maximum_flow_time,Dynamic_njobs100_mode6_maximum_flow_time
1024,98009871.547768,97245781.849001,94187660.313620,91704493.011905,88760468.107354,87827996.978750,1923220.000000,1923220.000000,2128242.000000,2128242.000000,2236378.000000,2236378.000000
128,119024594.237417,99663742.904664,98375862.481682,97132177.054235,96972064.117468,96814677.758347,1264838.000000,2138684.000000,2283718.000000,2283718.000000,2283718.000000,2283718.000000
16384,126727723.100309,126956590.224952,126881840.978440,127089927.899747,125659901.147635,91115794.093150,1280681.000000,1280681.000000,1280681.000000,1280681.000000,1280681.000000,2159438.000000
16,4686624.220588,4079343.991101,2909352.057837,2531095.668696,1697351.502594,1697490.771788,164230.000000,208759.000000,328173.000000,735813.000000,1096888.000000,1096888.000000
2048,3141976.469397,3128138.078689,3103888.020912,2965471.300454,2891560.088915,1362629.302875,69511.000000,71746.000000,102054.000000,111709.000000,120467.000000,567324.000000
256,96282918.815430,94048459.481236,94090410.986113,91685382.785958,91795252.010794,91833542.285635,1989047.000000,2110861.000000,2110861.000000,2168721.000000,2168721.000000,2168721.000000
2,95674499.369733,91497825.768348,89304782.933888,88767988.879119,88767988.879119,88408800.838624,2195445.000000,2302213.000000,2302213.000000,2302213.000000,2302213.000000,2302213.000000
32768,9278663.144235,9249274.706246,9228857.768653,9156101.356804,9009111.918165,7471355.735674,427840.000000,427840.000000,427840.000000,580981.000000,597363.000000,1146535.000000
32,1923914.781868,1873002.215007,1748703.757941,1547434.505529,1152893.874412,823568.908374,71201.000000,88951.000000,121733.000000,240580.000000,338424.000000,392502.000000
4096,5971255.118582,5983723.512331,5945857.000607,6002205.837644,5785254.078747,6286067.831771,263772.000000,272003.000000,263772.000000,296941.000000,389380.000000,609341.000000
4,3349110.782870,2388593.665881,2267551.015541,1458304.405995,1491757.551646,1491237.617812,203777.000000,216834.000000,384552.000000,622309.000000,847185.000000,847185.000000
512,106995731.228138,106652766.251127,102432630.845410,100733904.463196,99757919.861111,100351096.315520,1987220.000000,2017364.000000,2142975.000000,2201851.000000,2201851.000000,2201851.000000
64,165543770.273473,165346295.823565,165553617.451302,165553617.451302,165553617.451302,165346295.823565,3267233.000000,3267233.000000,3267233.000000,3267233.000000,3267233.000000,3267233.000000
65536,10542189.699721,10542189.699721,10518458.631726,10493622.068342,10466501.177934,5719474.113247,387986.000000,387986.000000,390192.000000,392509.000000,395016.000000,961148.000000
8192,155485978.080336,155388266.623351,151795091.716683,152501654.920994,153186387.148259,153806317.746015,3310938.000000,3310938.000000,3524467.000000,3524467.000000,3524467.000000,3524467.000000
8,122022906.996215,91657078.966180,89131940.821538,89092233.476952,89137225.977349,89092233.476952,1329774.000000,2370231.000000,2370231.000000,2370231.000000,2370231.000000,2370231.000000
