frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode3_maximum_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode5_maximum_flow_time,Dynamic_njobs100_mode6_maximum_flow_time
1024,102238009.947481,100339215.817242,99359431.419045,96011686.534879,93537172.094459,93564666.386238,1917278.000000,1964720.000000,1969864.000000,2072811.000000,2165206.000000,2165206.000000
128,102074767.632549,98270679.289724,97337695.228073,95694817.381192,95157211.079739,95041247.409091,2058012.000000,2152051.000000,2190053.000000,2214135.000000,2214135.000000,2214135.000000
16384,133598697.969834,133440876.396742,133234066.033413,133161468.667664,133275250.596212,140353561.650347,1857052.000000,1850923.000000,1844959.000000,1836769.000000,1850923.000000,1218076.000000
16,170407680.630490,170407680.630490,170407680.630490,170407680.630490,170407680.630490,170407680.630490,3603671.000000,3603671.000000,3603671.000000,3603671.000000,3603671.000000,3603671.000000
2048,101632727.406423,100342366.077356,98459385.098038,94762258.447259,90379478.180244,86173406.936301,2076450.000000,2076450.000000,2076450.000000,2142721.000000,2240406.000000,2321362.000000
256,5677654.502031,5527612.316215,5202193.537767,4850781.182940,4734134.259986,3167901.833729,167387.000000,149747.000000,187861.000000,299972.000000,434302.000000,1115990.000000
2,4067037.677068,3641653.676193,2749443.181893,1966404.555453,1520600.198538,1279141.686593,132347.000000,153893.000000,272303.000000,628550.000000,628550.000000,1023186.000000
32768,131310577.810185,132393945.054897,131188761.254702,130031686.920635,127318167.161766,120950317.148370,2956077.000000,2956077.000000,2956077.000000,2956077.000000,2979870.000000,3094830.000000
32,93582741.364463,91604430.799046,90369899.480756,89696298.766444,89696298.766444,89696298.766444,2088032.000000,2165123.000000,2165123.000000,2192093.000000,2192093.000000,2192093.000000
4096,9744153.370665,9696350.487975,9601594.119688,9383514.982530,9102481.013991,4067759.060696,273542.000000,300040.000000,313597.000000,387191.000000,466941.000000,1043819.000000
4,2253323.477343,1975372.888283,1711188.282696,1002656.939379,899481.201080,940828.311251,86649.000000,128368.000000,185970.000000,533970.000000,556267.000000,845105.000000
512,157165352.993252,156658887.665185,157004922.847748,156976729.076628,156976729.076628,156458099.323268,3323202.000000,3323202.000000,3323202.000000,3323202.000000,3323202.000000,3323202.000000
64,92532483.475149,89759983.624650,89642843.877128,89824342.797747,89712878.138085,89581915.694577,2150561.000000,2207878.000000,2207878.000000,2207878.000000,2207878.000000,2207878.000000
65536,107822010.271748,107864681.693588,107871159.875884,107926505.038118,107846718.347493,113584257.904420,2011987.000000,2011987.000000,2011987.000000,2011987.000000,2011987.000000,2011987.000000
8192,81274231.256482,81284122.107179,81121509.410137,79421973.582040,78582193.338584,77153001.136054,2068466.000000,2068466.000000,2068466.000000,2068466.000000,2095955.000000,2232232.000000
8,164339831.468465,164194237.863646,164194237.863646,164194237.863646,164194237.863646,164194237.863646,3296317.000000,3296317.000000,3296317.000000,3296317.000000,3296317.000000,3296317.000000
