frequency,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
1024,524721.793837,524721.793837,524721.793837,524721.793837,524721.793837,524721.793837,25307.000000,25307.000000,25307.000000,25307.000000,25307.000000,25307.000000
8192,825526.001085,825526.001085,825526.001085,825526.001085,825526.001085,825526.001085,17891.000000,17891.000000,17891.000000,17891.000000,17891.000000,17891.000000
4,477616.109522,477616.109522,477616.109522,477616.109522,477616.109522,477616.109522,22285.000000,22285.000000,22285.000000,22285.000000,22285.000000,22285.000000
16384,823198.007427,823198.007427,823198.007427,823198.007427,823198.007427,823198.007427,15099.000000,15099.000000,15099.000000,15099.000000,15099.000000,15099.000000
8,669378.782725,669378.782725,669378.782725,669378.782725,669378.782725,669378.782725,11007.000000,11007.000000,11007.000000,11007.000000,11007.000000,11007.000000
16,884277.760178,884277.760178,884277.760178,884277.760178,884277.760178,884277.760178,17428.000000,17428.000000,17428.000000,17428.000000,17428.000000,17428.000000
32,751953.637405,751953.637405,751953.637405,751953.637405,751953.637405,751953.637405,29244.000000,29244.000000,29244.000000,29244.000000,29244.000000,29244.000000
64,955218.602610,955218.602610,955218.602610,955218.602610,955218.602610,955218.602610,26396.000000,26396.000000,26396.000000,26396.000000,26396.000000,26396.000000
2,479049.687010,479049.687010,479049.687010,479049.687010,479049.687010,479049.687010,26907.000000,26907.000000,26907.000000,26907.000000,26907.000000,26907.000000
4096,532864.737663,532864.737663,532864.737663,532864.737663,532864.737663,532864.737663,12125.000000,12125.000000,12125.000000,12125.000000,12125.000000,12125.000000
128,1028067.615202,1028067.615202,1028067.615202,1028067.615202,1028067.615202,1028067.615202,19703.000000,19703.000000,19703.000000,19703.000000,19703.000000,19703.000000
65536,1698919.400582,1698919.400582,1698919.400582,1698919.400582,1698919.400582,1698919.400582,28623.000000,28623.000000,28623.000000,28623.000000,28623.000000,28623.000000
2048,1136430.562265,1136430.562265,1136430.562265,1136430.562265,1136430.562265,1136430.562265,19212.000000,19212.000000,19212.000000,19212.000000,19212.000000,19212.000000
256,1082602.955761,1082602.955761,1082602.955761,1082602.955761,1082602.955761,1082602.955761,19174.000000,19174.000000,19174.000000,19174.000000,19174.000000,19174.000000
512,1465804.294010,1465804.294010,1465804.294010,1465804.294010,1465804.294010,1465804.294010,24444.000000,24444.000000,24444.000000,24444.000000,24444.000000,24444.000000
32768,2653108.582974,2653108.582974,2653108.582974,2653108.582974,2653108.582974,2653108.582974,39314.000000,39314.000000,39314.000000,39314.000000,39314.000000,39314.000000
