frequency,Dynamic_njobs25_mode0_L2_norm_flow_time,Dynamic_njobs25_mode1_L2_norm_flow_time,Dynamic_njobs25_mode2_L2_norm_flow_time,Dynamic_njobs25_mode4_L2_norm_flow_time,Dynamic_njobs25_mode8_L2_norm_flow_time,Dynamic_njobs25_mode16_L2_norm_flow_time,Dynamic_njobs25_mode0_maximum_flow_time,Dynamic_njobs25_mode1_maximum_flow_time,Dynamic_njobs25_mode2_maximum_flow_time,Dynamic_njobs25_mode4_maximum_flow_time,Dynamic_njobs25_mode8_maximum_flow_time,Dynamic_njobs25_mode16_maximum_flow_time
32,217073.297174,217455.594338,216896.855489,217073.297174,217073.297174,217073.297174,4862.000000,5915.000000,5012.000000,4862.000000,4862.000000,4862.000000
8,289720.723803,289913.981891,289687.697795,289720.723803,289720.723803,289720.723803,6130.000000,6187.000000,6130.000000,6130.000000,6130.000000,6130.000000
2,516612.745892,513515.895009,516525.193755,516612.745892,516612.745892,516612.745892,10571.000000,11256.000000,10571.000000,10571.000000,10571.000000,10571.000000
4,533384.369995,530183.279385,531983.203791,533384.369995,533384.369995,533384.369995,12016.000000,12678.000000,12016.000000,12016.000000,12016.000000,12016.000000
16,680689.768882,675663.371751,679700.031797,680689.768882,680689.768882,680689.768882,11461.000000,12266.000000,11461.000000,11461.000000,11461.000000,11461.000000
128,1030201.669593,1021533.523912,1029914.924503,1030201.669593,1030201.669593,1030201.669593,21402.000000,21402.000000,21402.000000,21402.000000,21402.000000,21402.000000
256,945478.613166,935836.221929,943765.709552,944951.345814,945478.613166,945478.613166,16315.000000,17099.000000,16315.000000,16315.000000,16315.000000,16315.000000
1024,1238435.491931,1230434.634572,1233885.096933,1238435.491931,1238435.491931,1238435.491931,22482.000000,22482.000000,22482.000000,22482.000000,22482.000000,22482.000000
64,1174595.675961,1164233.893278,1171225.480744,1174595.675961,1174595.675961,1174595.675961,20042.000000,21494.000000,20042.000000,20042.000000,20042.000000,20042.000000
512,1084268.339064,1076950.989109,1082730.849652,1084268.339064,1084268.339064,1084268.339064,17784.000000,17784.000000,17784.000000,17784.000000,17784.000000,17784.000000
2048,1342701.712921,1332644.308668,1335367.642230,1342701.711276,1342701.712921,1342701.712921,23070.000000,25473.000000,23070.000000,23070.000000,23070.000000,23070.000000
4096,1690718.142844,1670565.206085,1679205.401889,1690718.142844,1690718.142844,1690718.142844,28982.000000,31274.000000,29955.000000,28982.000000,28982.000000,28982.000000
16384,1369535.058404,1343339.734054,1350987.278654,1369535.058404,1369535.058404,1369535.058404,24812.000000,26135.000000,25478.000000,24812.000000,24812.000000,24812.000000
65536,2724275.496979,2664878.289865,2697468.645551,2724274.868379,2724275.496979,2724275.496979,46252.000000,49711.000000,46252.000000,46252.000000,46252.000000,46252.000000
8192,1164533.839051,1157968.268398,1159980.076134,1163481.396695,1164533.839051,1164533.839051,17401.000000,19290.000000,17674.000000,17401.000000,17401.000000,17401.000000
32768,2566392.685817,2527287.739929,2532952.293805,2566392.685817,2566392.685817,2566392.685817,41490.000000,41709.000000,41490.000000,41490.000000,41490.000000,41490.000000
