frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode3_maximum_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode5_maximum_flow_time,Dynamic_njobs100_mode6_maximum_flow_time
65536,55027.494255,55005.554647,55005.554647,55005.554647,55025.338154,54994.181183,2693.000000,2693.000000,2693.000000,2693.000000,2693.000000,2693.000000
4,238502.820870,238212.981966,238212.981966,238212.981966,238212.981966,238212.981966,5764.000000,4538.000000,4538.000000,4538.000000,4538.000000,4538.000000
32768,738884.513170,738884.513170,738884.513170,738884.513170,738884.513170,738884.513170,14181.000000,14181.000000,14181.000000,14181.000000,14181.000000,14181.000000
2,437167.253714,437167.253714,437167.253714,437167.253714,437167.253714,437167.253714,7149.000000,7149.000000,7149.000000,7149.000000,7149.000000,7149.000000
16,403831.912485,403831.912485,403831.912485,403831.912485,403831.912485,403831.912485,6482.000000,6482.000000,6482.000000,6482.000000,6482.000000,6482.000000
64,668165.650251,668165.650251,668165.650251,668165.650251,668165.650251,668165.650251,13815.000000,13815.000000,13815.000000,13815.000000,13815.000000,13815.000000
32,503861.979774,503861.979774,503861.979774,503861.979774,503861.979774,503861.979774,9157.000000,9157.000000,9157.000000,9157.000000,9157.000000,9157.000000
8,706946.766328,706946.766328,706946.766328,706946.766328,706946.766328,706946.766328,13414.000000,13414.000000,13414.000000,13414.000000,13414.000000,13414.000000
256,743031.832216,744584.332863,744584.332863,744584.332863,744584.332863,744584.332863,13610.000000,13365.000000,13365.000000,13365.000000,13365.000000,13365.000000
128,919782.242745,919729.071744,919729.071744,919729.071744,919782.242745,919729.071744,18874.000000,18874.000000,18874.000000,18874.000000,18874.000000,18874.000000
16384,991224.634996,991224.634996,991270.293712,991270.293712,991270.293712,991270.293712,19376.000000,19376.000000,19376.000000,19376.000000,19376.000000,19376.000000
512,1236016.733825,1237650.126726,1237650.126726,1237650.126726,1237650.126726,1237650.126726,19990.000000,19990.000000,19990.000000,19990.000000,19990.000000,19990.000000
2048,1220950.703728,1226730.360393,1226730.360393,1226730.360393,1226730.360393,1226730.360393,21297.000000,21297.000000,21297.000000,21297.000000,21297.000000,21297.000000
8192,1451600.732214,1459907.265822,1459907.265822,1459907.265822,1459907.265822,1459907.265822,25816.000000,23555.000000,23555.000000,23555.000000,23555.000000,23555.000000
4096,1631034.722694,1635076.678629,1635076.678629,1635076.678629,1635076.678629,1635076.678629,29973.000000,29973.000000,29973.000000,29973.000000,29973.000000,29973.000000
1024,1953261.905982,1953261.905982,1953261.905982,1953261.905982,1953261.905982,1953261.905982,30018.000000,30018.000000,30018.000000,30018.000000,30018.000000,30018.000000
