frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
1024,27971.165099,24171.350169,24092.992342,24092.992342,27971.165099,24092.992342,24092.992342,5039.000000,7823.000000,8389.000000,8389.000000,5039.000000,8389.000000,8389.000000
128,28110.328315,25954.088040,25685.431727,28110.328315,28110.328315,23670.138065,23670.138065,7378.000000,13260.000000,15150.000000,7378.000000,7378.000000,20797.000000,20797.000000
16384,642114.389364,642114.389364,642114.389364,642114.389364,642114.389364,642114.389364,642114.389364,71233.000000,71233.000000,71233.000000,71233.000000,71233.000000,71233.000000,71233.000000
16,13692.625205,13692.625205,13692.625205,13692.625205,13692.625205,13692.625205,13692.625205,12593.000000,12593.000000,12593.000000,12593.000000,12593.000000,12593.000000,12593.000000
2048,437095.969584,437095.969584,437095.969584,437095.969584,437095.969584,437095.969584,437095.969584,79043.000000,79043.000000,79043.000000,79043.000000,79043.000000,79043.000000,79043.000000
256,471678.655262,471678.655262,471678.655262,471678.655262,471678.655262,471678.655262,471678.655262,115420.000000,115420.000000,115420.000000,115420.000000,115420.000000,115420.000000,115420.000000
2,262610.032369,262610.032369,262610.032369,262610.032369,262610.032369,262610.032369,262610.032369,49536.000000,49536.000000,49536.000000,49536.000000,49536.000000,49536.000000,49536.000000
32768,316030.869014,316030.869014,316030.869014,316030.869014,316030.869014,316030.869014,316030.869014,53505.000000,53505.000000,53505.000000,53505.000000,53505.000000,53505.000000,53505.000000
32,214209.183949,217251.201260,217251.201260,217251.201260,214209.183949,217251.201260,217251.201260,38757.000000,42709.000000,42709.000000,42709.000000,38757.000000,42709.000000,42709.000000
4096,67501.761844,68532.227645,68130.617031,64857.554456,67501.761844,67976.174598,67976.174598,9337.000000,11742.000000,14000.000000,9487.000000,9337.000000,16675.000000,16675.000000
4,414020.014277,414020.014277,414020.014277,414020.014277,414020.014277,414020.014277,414020.014277,75570.000000,75570.000000,75570.000000,75570.000000,75570.000000,75570.000000,75570.000000
512,503647.858566,503647.858566,503647.858566,503647.858566,503647.858566,503647.858566,503647.858566,74344.000000,74344.000000,74344.000000,74344.000000,74344.000000,74344.000000,74344.000000
64,17437.860276,17437.860276,17437.860276,17437.860276,17437.860276,17437.860276,17437.860276,12816.000000,12816.000000,12816.000000,12816.000000,12816.000000,12816.000000,12816.000000
65536,169244.220350,168482.236488,168482.236488,168482.236488,169244.220350,168482.236488,168482.236488,55089.000000,55089.000000,55089.000000,55089.000000,55089.000000,55089.000000,55089.000000
8192,443410.596056,435044.971056,435044.971056,443410.596056,443410.596056,422597.958026,435044.971056,38801.000000,38801.000000,38801.000000,38801.000000,38801.000000,38801.000000,38801.000000
8,270864.860608,270864.860608,270864.860608,270864.860608,270864.860608,270864.860608,270864.860608,49179.000000,49179.000000,49179.000000,49179.000000,49179.000000,49179.000000,49179.000000
