frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
1024,369846.386471,369846.386471,369846.386471,369846.386471,369846.386471,369846.386471,369846.386471,67992.000000,67992.000000,67992.000000,67992.000000,67992.000000,67992.000000,67992.000000
128,32557.394598,23083.655581,32557.394598,32557.394598,32557.394598,23083.655581,23083.655581,11520.000000,17786.000000,11520.000000,11520.000000,11520.000000,17786.000000,17786.000000
16384,800692.298174,800692.298174,800692.298174,800692.298174,800692.298174,800692.298174,800692.298174,81769.000000,81769.000000,81769.000000,81769.000000,81769.000000,81769.000000,81769.000000
16,289307.517574,289307.517574,289307.517574,289307.517574,289307.517574,289307.517574,289307.517574,55867.000000,55867.000000,55867.000000,55867.000000,55867.000000,55867.000000,55867.000000
2048,488097.265967,432097.125706,432097.125706,453518.712344,488097.265967,432097.125706,432097.125706,54816.000000,58617.000000,58617.000000,58617.000000,54816.000000,58617.000000,58617.000000
256,10461.269999,10461.269999,10461.269999,10461.269999,10461.269999,10461.269999,10461.269999,3730.000000,3730.000000,3730.000000,3730.000000,3730.000000,3730.000000,3730.000000
2,456060.297932,456060.297932,456060.297932,456060.297932,456060.297932,456060.297932,456060.297932,83634.000000,83634.000000,83634.000000,83634.000000,83634.000000,83634.000000,83634.000000
32768,319873.310079,319873.310079,319873.310079,319873.310079,319873.310079,319873.310079,319873.310079,75691.000000,75691.000000,75691.000000,75691.000000,75691.000000,75691.000000,75691.000000
32,422026.846007,422026.846007,422026.846007,422026.846007,422026.846007,422026.846007,422026.846007,70593.000000,70593.000000,70593.000000,70593.000000,70593.000000,70593.000000,70593.000000
4096,162676.837927,162676.837927,162676.837927,162676.837927,162676.837927,162676.837927,162676.837927,126690.000000,126690.000000,126690.000000,126690.000000,126690.000000,126690.000000,126690.000000
4,444703.328150,444703.328150,444703.328150,444703.328150,444703.328150,444703.328150,444703.328150,97538.000000,97538.000000,97538.000000,97538.000000,97538.000000,97538.000000,97538.000000
512,34874.423450,47592.533406,34874.423450,34874.423450,34874.423450,34874.423450,34874.423450,27359.000000,26374.000000,27359.000000,27359.000000,27359.000000,27359.000000,27359.000000
64,275041.090797,275041.090797,275041.090797,275041.090797,275041.090797,275041.090797,275041.090797,68683.000000,68683.000000,68683.000000,68683.000000,68683.000000,68683.000000,68683.000000
65536,277056.301513,277056.301513,277056.301513,277056.301513,277056.301513,277056.301513,277056.301513,69601.000000,69601.000000,69601.000000,69601.000000,69601.000000,69601.000000,69601.000000
8192,502219.192378,502219.192378,509448.553061,470532.557831,502219.192378,454814.373340,470532.557831,28391.000000,28391.000000,30123.000000,52577.000000,28391.000000,52577.000000,52577.000000
8,23800.885047,23800.885047,23800.885047,23800.885047,23800.885047,23800.885047,23800.885047,20449.000000,20449.000000,20449.000000,20449.000000,20449.000000,20449.000000,20449.000000
