frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
1024,314940.158225,314940.158225,314940.158225,314940.158225,314940.158225,314940.158225,314940.158225,60002.000000,60002.000000,60002.000000,60002.000000,60002.000000,60002.000000,60002.000000
128,55254.394260,36670.916869,55254.394260,55254.394260,55254.394260,36670.916869,36670.916869,19210.000000,27141.000000,19210.000000,19210.000000,19210.000000,27141.000000,27141.000000
16384,183557.711876,183557.711876,183557.711876,183557.711876,183557.711876,183557.711876,183557.711876,39905.000000,39905.000000,39905.000000,39905.000000,39905.000000,39905.000000,39905.000000
16,344885.147943,344885.147943,344885.147943,344885.147943,344885.147943,344885.147943,344885.147943,70858.000000,70858.000000,70858.000000,70858.000000,70858.000000,70858.000000,70858.000000
2048,296016.405843,296016.405843,296016.405843,296016.405843,296016.405843,296016.405843,296016.405843,59533.000000,59533.000000,59533.000000,59533.000000,59533.000000,59533.000000,59533.000000
256,298575.412137,298575.412137,298575.412137,298575.412137,298575.412137,298575.412137,298575.412137,51076.000000,51076.000000,51076.000000,51076.000000,51076.000000,51076.000000,51076.000000
2,234070.421365,234070.421365,234070.421365,234070.421365,234070.421365,234070.421365,234070.421365,41637.000000,41637.000000,41637.000000,41637.000000,41637.000000,41637.000000,41637.000000
32768,3769.282425,3769.282425,3769.282425,3769.282425,3769.282425,3769.282425,3769.282425,346.000000,346.000000,346.000000,346.000000,346.000000,346.000000,346.000000
32,501864.901634,501864.901634,501864.901634,501864.901634,501864.901634,501864.901634,501864.901634,79804.000000,79804.000000,79804.000000,79804.000000,79804.000000,79804.000000,79804.000000
4096,442499.070886,430336.977762,451293.529889,442499.070886,442499.070886,389432.746994,451293.529889,35899.000000,42248.000000,25177.000000,35899.000000,35899.000000,51417.000000,25177.000000
4,220310.174257,220310.174257,220310.174257,220310.174257,220310.174257,220310.174257,220310.174257,51633.000000,51633.000000,51633.000000,51633.000000,51633.000000,51633.000000,51633.000000
512,426583.663596,426583.663596,426583.663596,426583.663596,426583.663596,426583.663596,426583.663596,82209.000000,82209.000000,82209.000000,82209.000000,82209.000000,82209.000000,82209.000000
64,30918.988535,30918.988535,30918.988535,30918.988535,30918.988535,30918.988535,30918.988535,15530.000000,15530.000000,15530.000000,15530.000000,15530.000000,15530.000000,15530.000000
65536,15831.979883,15831.979883,15831.979883,15831.979883,15831.979883,15831.979883,15831.979883,11217.000000,11217.000000,11217.000000,11217.000000,11217.000000,11217.000000,11217.000000
8192,354205.276377,354205.276377,354205.276377,354205.276377,354205.276377,354205.276377,354205.276377,70642.000000,70642.000000,70642.000000,70642.000000,70642.000000,70642.000000,70642.000000
8,449078.909179,449078.909179,449078.909179,449078.909179,449078.909179,449078.909179,449078.909179,89522.000000,89522.000000,89522.000000,89522.000000,89522.000000,89522.000000,89522.000000
