frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
1024,492469.667513,492469.667513,492469.667513,492469.667513,492469.667513,492469.667513,492469.667513,84815.000000,84815.000000,84815.000000,84815.000000,84815.000000,84815.000000,84815.000000
128,13093.981747,14919.883847,13093.981747,13093.981747,13093.981747,13093.981747,14919.883847,8816.000000,8816.000000,8816.000000,8816.000000,8816.000000,8816.000000,8816.000000
16384,80932.145492,80932.145492,80932.145492,80932.145492,80932.145492,80932.145492,80932.145492,36366.000000,36366.000000,36366.000000,36366.000000,36366.000000,36366.000000,36366.000000
16,434973.109069,434973.109069,434973.109069,434973.109069,434973.109069,434973.109069,434973.109069,63106.000000,63106.000000,63106.000000,63106.000000,63106.000000,63106.000000,63106.000000
2048,75182.019127,75182.019127,75182.019127,75182.019127,75182.019127,75182.019127,75182.019127,51297.000000,51297.000000,51297.000000,51297.000000,51297.000000,51297.000000,51297.000000
256,339740.709858,339740.709858,339740.709858,339740.709858,339740.709858,339740.709858,339740.709858,59990.000000,59990.000000,59990.000000,59990.000000,59990.000000,59990.000000,59990.000000
2,249336.399808,249336.399808,249336.399808,249336.399808,249336.399808,249336.399808,249336.399808,46759.000000,46759.000000,46759.000000,46759.000000,46759.000000,46759.000000,46759.000000
32768,35806.098168,35806.098168,35806.098168,35806.098168,35806.098168,35806.098168,35806.098168,20882.000000,20882.000000,20882.000000,20882.000000,20882.000000,20882.000000,20882.000000
32,70014.378509,41809.704627,41809.704627,41809.704627,70014.378509,41809.704627,41809.704627,34803.000000,35054.000000,35054.000000,35054.000000,34803.000000,35054.000000,35054.000000
4096,169296.807123,169296.807123,169296.807123,169296.807123,169296.807123,169296.807123,169296.807123,51911.000000,51911.000000,51911.000000,51911.000000,51911.000000,51911.000000,51911.000000
4,14542.840403,14542.840403,14542.840403,14542.840403,14542.840403,14542.840403,14542.840403,8532.000000,8532.000000,8532.000000,8532.000000,8532.000000,8532.000000,8532.000000
512,7953.861704,8101.616876,8096.063241,7903.880692,7953.861704,8093.730660,9463.960006,5049.000000,5419.000000,5419.000000,5049.000000,5049.000000,5419.000000,2841.000000
64,25634.477955,25634.477955,25634.477955,25634.477955,25634.477955,25634.477955,25634.477955,20221.000000,20221.000000,20221.000000,20221.000000,20221.000000,20221.000000,20221.000000
65536,28539.689312,28539.689312,28539.689312,28539.689312,28539.689312,28539.689312,28539.689312,16274.000000,16274.000000,16274.000000,16274.000000,16274.000000,16274.000000,16274.000000
8192,17196.020819,17196.020819,17196.020819,17196.020819,17196.020819,17196.020819,17196.020819,14731.000000,14731.000000,14731.000000,14731.000000,14731.000000,14731.000000,14731.000000
8,211832.023507,211832.023507,211832.023507,211832.023507,211832.023507,211832.023507,211832.023507,49155.000000,49155.000000,49155.000000,49155.000000,49155.000000,49155.000000,49155.000000
