frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
1024,19328.568416,19154.428600,19154.428600,19154.428600,19328.568416,19154.428600,19154.428600,14255.000000,14920.000000,14920.000000,14920.000000,14255.000000,14920.000000,14920.000000
128,23492.926978,23492.926978,23492.926978,23492.926978,23492.926978,23492.926978,23492.926978,14215.000000,14215.000000,14215.000000,14215.000000,14215.000000,14215.000000,14215.000000
16384,49533.090202,49533.090202,49533.090202,49533.090202,49533.090202,49533.090202,49533.090202,26621.000000,26621.000000,26621.000000,26621.000000,26621.000000,26621.000000,26621.000000
16,253155.230003,253155.230003,253155.230003,253155.230003,253155.230003,253155.230003,253155.230003,44369.000000,44369.000000,44369.000000,44369.000000,44369.000000,44369.000000,44369.000000
2048,499702.474196,499702.474196,499702.474196,499702.474196,499702.474196,499702.474196,499702.474196,84618.000000,84618.000000,84618.000000,84618.000000,84618.000000,84618.000000,84618.000000
256,432781.779424,432781.779424,432781.779424,432781.779424,432781.779424,432781.779424,432781.779424,66719.000000,66719.000000,66719.000000,66719.000000,66719.000000,66719.000000,66719.000000
2,8897.815575,8897.619007,8806.240174,8897.815575,8897.815575,8806.240174,8806.240174,4163.000000,4163.000000,4163.000000,4163.000000,4163.000000,4163.000000,4163.000000
32768,159188.381187,159188.381187,159188.381187,159188.381187,159188.381187,159188.381187,159188.381187,37010.000000,37010.000000,37010.000000,37010.000000,37010.000000,37010.000000,37010.000000
32,431404.695066,431404.695066,431404.695066,431404.695066,431404.695066,431404.695066,431404.695066,69632.000000,69632.000000,69632.000000,69632.000000,69632.000000,69632.000000,69632.000000
4096,154365.401525,154365.401525,154365.401525,154365.401525,154365.401525,154365.401525,154365.401525,102738.000000,102738.000000,102738.000000,102738.000000,102738.000000,102738.000000,102738.000000
4,399707.705230,399707.705230,399707.705230,399707.705230,399707.705230,399707.705230,399707.705230,75773.000000,75773.000000,75773.000000,75773.000000,75773.000000,75773.000000,75773.000000
512,32744.784363,32744.784363,32744.784363,32744.784363,32744.784363,32744.784363,32744.784363,24080.000000,24080.000000,24080.000000,24080.000000,24080.000000,24080.000000,24080.000000
64,7405.704761,7192.583124,7192.583124,7405.704761,7405.704761,7192.583124,7192.583124,4066.000000,4066.000000,4066.000000,4066.000000,4066.000000,4066.000000,4066.000000
65536,212539.389507,212539.389507,212539.389507,212539.389507,212539.389507,212539.389507,212539.389507,59779.000000,59779.000000,59779.000000,59779.000000,59779.000000,59779.000000,59779.000000
8192,44377.842996,44375.043775,45896.894143,44520.914355,44377.842996,47037.997215,44518.124129,17777.000000,17777.000000,14261.000000,18319.000000,17777.000000,14261.000000,18319.000000
8,400734.189532,400734.189532,400734.189532,400734.189532,400734.189532,400734.189532,400734.189532,74072.000000,74072.000000,74072.000000,74072.000000,74072.000000,74072.000000,74072.000000
