frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
1024,322453.004025,253869.674138,253869.674138,322453.004025,322453.004025,253869.674138,253869.674138,52509.000000,54633.000000,54633.000000,52509.000000,52509.000000,54633.000000,54633.000000
128,262643.454997,262643.454997,262643.454997,262643.454997,262643.454997,262643.454997,262643.454997,55175.000000,55175.000000,55175.000000,55175.000000,55175.000000,55175.000000,55175.000000
16384,157468.665953,157468.665953,157468.665953,157468.665953,157468.665953,157468.665953,157468.665953,43138.000000,43138.000000,43138.000000,43138.000000,43138.000000,43138.000000,43138.000000
16,17274.984544,17274.984544,17274.984544,17274.984544,17274.984544,17274.984544,17274.984544,16063.000000,16063.000000,16063.000000,16063.000000,16063.000000,16063.000000,16063.000000
2048,32242.337927,33444.021678,33361.999356,32242.337927,32242.337927,37960.405056,33829.828259,7419.000000,8984.000000,7419.000000,7419.000000,7419.000000,4432.000000,7419.000000
256,22673.056587,22673.056587,22468.503377,22673.056587,22673.056587,22468.503377,22468.503377,14538.000000,14538.000000,14538.000000,14538.000000,14538.000000,14538.000000,14538.000000
2,243341.978859,243341.978859,243341.978859,243341.978859,243341.978859,243341.978859,243341.978859,45330.000000,45330.000000,45330.000000,45330.000000,45330.000000,45330.000000,45330.000000
32768,280781.443228,280781.443228,280781.443228,280781.443228,280781.443228,280781.443228,280781.443228,50510.000000,50510.000000,50510.000000,50510.000000,50510.000000,50510.000000,50510.000000
32,29311.384085,29311.384085,29311.384085,29311.384085,29311.384085,29311.384085,29311.384085,27652.000000,27652.000000,27652.000000,27652.000000,27652.000000,27652.000000,27652.000000
4096,678406.332487,678406.332487,678406.332487,678406.332487,678406.332487,678406.332487,678406.332487,78890.000000,78890.000000,78890.000000,78890.000000,78890.000000,78890.000000,78890.000000
4,39891.253164,39891.253164,39891.253164,39891.253164,39891.253164,39891.253164,39891.253164,26465.000000,26465.000000,26465.000000,26465.000000,26465.000000,26465.000000,26465.000000
512,207126.687742,177091.480975,177091.480975,207126.687742,207126.687742,177091.480975,177091.480975,39067.000000,42300.000000,42300.000000,39067.000000,39067.000000,42300.000000,42300.000000
64,468752.150197,468752.150197,468752.150197,468752.150197,468752.150197,468752.150197,468752.150197,71514.000000,71514.000000,71514.000000,71514.000000,71514.000000,71514.000000,71514.000000
65536,17525.527011,17525.527011,17525.527011,17525.527011,17525.527011,17525.527011,17525.527011,12819.000000,12819.000000,12819.000000,12819.000000,12819.000000,12819.000000,12819.000000
8192,436472.888739,436472.888739,427679.518973,436472.888739,436472.888739,427679.518973,427679.518973,40473.000000,40473.000000,40473.000000,40473.000000,40473.000000,40473.000000,40473.000000
8,246233.627955,246233.627955,246233.627955,246233.627955,246233.627955,246233.627955,246233.627955,48584.000000,48584.000000,48584.000000,48584.000000,48584.000000,48584.000000,48584.000000
