Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
22,4.073000,262144.000000,99638.151518,48578.000000
22,4.639000,32768.000000,908559.652237,276926.000000
22,5.649000,4096.000000,1308133.379341,274443.000000
22,7.918000,512.000000,3111520.002635,290015.000000
22,16.772000,64.000000,6704077.069634,293949.000000
22,30.000000,6.000000,7592131.525816,299945.000000
22,30.000000,9.000000,7242414.690534,302639.000000
22,30.000000,12.000000,6518823.127655,296060.000000
22,30.000000,15.000000,6553117.855444,300835.000000
22,30.000000,18.000000,6366973.714719,302423.000000
