Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
30,4.073000,262144.000000,128306.324135,104131.000000
30,4.639000,32768.000000,124876.749525,64094.000000
30,5.649000,4096.000000,229530.637519,178918.000000
30,7.918000,512.000000,917322.358849,272465.000000
30,16.772000,64.000000,1064414.314030,261389.000000
30,30.000000,6.000000,2004384.797222,301529.000000
30,30.000000,9.000000,517946.741583,120422.000000
30,30.000000,12.000000,1172326.343489,267116.000000
30,30.000000,15.000000,2620274.359097,300183.000000
30,30.000000,18.000000,1142995.102733,294785.000000
