Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
38,4.073000,262144.000000,51451.047501,32515.000000
38,4.639000,32768.000000,75601.253217,53550.000000
38,5.649000,4096.000000,61807.022150,48093.000000
38,7.918000,512.000000,22294.538793,4285.000000
38,16.772000,64.000000,15616.693280,3174.000000
38,30.000000,6.000000,14811.928267,2317.000000
38,30.000000,9.000000,14939.371339,4107.000000
38,30.000000,12.000000,16492.538949,3456.000000
38,30.000000,15.000000,18774.325980,5921.000000
38,30.000000,18.000000,16612.882772,3505.000000
