Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
32,4.073000,262144.000000,218310.280447,193245.000000
32,4.639000,32768.000000,124073.905319,75688.000000
32,5.649000,4096.000000,287313.613633,200243.000000
32,7.918000,512.000000,78417.415515,32975.000000
32,16.772000,64.000000,74921.550698,18694.000000
32,30.000000,6.000000,124645.017020,29202.000000
32,30.000000,9.000000,86352.431245,15850.000000
32,30.000000,12.000000,74587.426548,18851.000000
32,30.000000,15.000000,98223.476710,27917.000000
32,30.000000,18.000000,130603.992512,34613.000000
