Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
30,4.073000,262144.000000,161463.777709,149481.000000
30,4.639000,32768.000000,229814.680632,141294.000000
30,5.649000,4096.000000,533365.115062,281924.000000
30,7.918000,512.000000,268634.197561,100463.000000
30,16.772000,64.000000,988732.405183,219356.000000
30,30.000000,6.000000,925174.390462,182590.000000
30,30.000000,9.000000,1474076.572575,231494.000000
30,30.000000,12.000000,1955974.907137,237472.000000
30,30.000000,15.000000,863904.080513,213085.000000
30,30.000000,18.000000,2472262.474382,291908.000000
