Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
38,4.073000,262144.000000,35886.476798,20309.000000
38,4.639000,32768.000000,106290.136556,62274.000000
38,5.649000,4096.000000,49367.766285,26258.000000
38,7.918000,512.000000,24357.657831,7860.000000
38,16.772000,64.000000,19085.202619,5399.000000
38,30.000000,6.000000,19118.773862,3213.000000
38,30.000000,9.000000,13968.443292,2081.000000
38,30.000000,12.000000,15488.225011,2699.000000
38,30.000000,15.000000,18095.560063,3592.000000
38,30.000000,18.000000,23077.830076,6150.000000
