Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
22,4.073000,262144.000000,627712.292812,369340.000000
22,4.639000,32768.000000,667763.588756,249387.000000
22,5.649000,4096.000000,1451905.630246,266737.000000
22,7.918000,512.000000,2910376.434754,286114.000000
22,16.772000,64.000000,6565048.825486,302423.000000
22,30.000000,6.000000,7366413.065959,299035.000000
22,30.000000,9.000000,7010305.092437,300713.000000
22,30.000000,12.000000,6884276.619375,304779.000000
22,30.000000,15.000000,6515821.271258,293004.000000
22,30.000000,18.000000,6436419.962712,304851.000000
