Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
26,4.073000,262144.000000,172314.380790,130549.000000
26,4.639000,32768.000000,497509.334942,282568.000000
26,5.649000,4096.000000,778482.058602,272028.000000
26,7.918000,512.000000,2039552.974435,290990.000000
26,16.772000,64.000000,4711300.100866,300153.000000
26,30.000000,6.000000,5141355.622030,291958.000000
26,30.000000,9.000000,5146737.984485,299847.000000
26,30.000000,12.000000,4797312.920740,298945.000000
26,30.000000,15.000000,4677032.498377,298980.000000
26,30.000000,18.000000,4458442.420854,302715.000000
