Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
36,4.073000,262144.000000,185475.684573,168244.000000
36,4.639000,32768.000000,59758.413977,24147.000000
36,5.649000,4096.000000,46060.430078,18978.000000
36,7.918000,512.000000,43017.592041,16087.000000
36,16.772000,64.000000,22868.976344,5809.000000
36,30.000000,6.000000,19742.582101,2841.000000
36,30.000000,9.000000,24039.284827,5178.000000
36,30.000000,12.000000,23484.073454,4874.000000
36,30.000000,15.000000,24193.991754,6052.000000
36,30.000000,18.000000,35019.511647,11708.000000
