Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
32,4.073000,262144.000000,70492.161976,47895.000000
32,4.639000,32768.000000,57551.514654,27178.000000
32,5.649000,4096.000000,201253.144202,154033.000000
32,7.918000,512.000000,48488.127000,12323.000000
32,16.772000,64.000000,66557.889487,14103.000000
32,30.000000,6.000000,104063.535290,30673.000000
32,30.000000,9.000000,113357.613353,22394.000000
32,30.000000,12.000000,158553.452135,35009.000000
32,30.000000,15.000000,139553.621791,51982.000000
32,30.000000,18.000000,147904.318267,41193.000000
