Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
28,4.073000,262144.000000,117645.443210,78581.000000
28,4.639000,32768.000000,284277.288875,211540.000000
28,5.649000,4096.000000,294485.311503,204256.000000
28,7.918000,512.000000,1427364.492293,289666.000000
28,16.772000,64.000000,3423735.812670,291859.000000
28,30.000000,6.000000,3390385.443166,295256.000000
28,30.000000,9.000000,3679875.707591,300934.000000
28,30.000000,12.000000,3035969.253458,296746.000000
28,30.000000,15.000000,3251994.460100,299725.000000
28,30.000000,18.000000,3376732.785699,291401.000000
