Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
32,4.073000,262144.000000,68347.154191,40905.000000
32,4.639000,32768.000000,233820.306962,218247.000000
32,5.649000,4096.000000,251863.252854,140813.000000
32,7.918000,512.000000,79229.280042,35227.000000
32,16.772000,64.000000,117489.846578,32688.000000
32,30.000000,6.000000,143513.433221,34614.000000
32,30.000000,9.000000,80650.617989,19001.000000
32,30.000000,12.000000,58652.031235,14383.000000
32,30.000000,15.000000,161132.147224,60512.000000
32,30.000000,18.000000,150071.371134,50030.000000
