Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
32,4.073000,262144.000000,353662.766055,349307.000000
32,4.639000,32768.000000,195493.243847,146394.000000
32,5.649000,4096.000000,214758.150970,132535.000000
32,7.918000,512.000000,216220.419501,129981.000000
32,16.772000,64.000000,118925.600095,35725.000000
32,30.000000,6.000000,130915.075255,43514.000000
32,30.000000,9.000000,201466.429514,47628.000000
32,30.000000,12.000000,126878.914186,26368.000000
32,30.000000,15.000000,80253.020971,30408.000000
32,30.000000,18.000000,111250.802653,55277.000000
