Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
26,4.073000,262144.000000,371256.150754,231136.000000
26,4.639000,32768.000000,240015.692049,118715.000000
26,5.649000,4096.000000,668043.104754,221783.000000
26,7.918000,512.000000,2278545.379259,304892.000000
26,16.772000,64.000000,4615046.361985,301104.000000
26,30.000000,6.000000,5064641.863901,288400.000000
26,30.000000,9.000000,5400726.922449,300690.000000
26,30.000000,12.000000,4537768.795737,302845.000000
26,30.000000,15.000000,4968318.753487,304769.000000
26,30.000000,18.000000,4535001.414297,303827.000000
