Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
20,4.073000,262144.000000,479351.960373,228493.000000
20,4.639000,32768.000000,873149.671341,224767.000000
20,5.649000,4096.000000,1905055.038609,269506.000000
20,7.918000,512.000000,3547528.851581,299992.000000
20,16.772000,64.000000,7269553.841379,300608.000000
20,30.000000,6.000000,8524244.959085,302577.000000
20,30.000000,9.000000,7860112.167130,292580.000000
20,30.000000,12.000000,7486988.514203,303011.000000
20,30.000000,15.000000,7418417.132394,299995.000000
20,30.000000,18.000000,7228361.318602,304102.000000
