Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
26,4.073000,262144.000000,307419.655871,187237.000000
26,4.639000,32768.000000,420560.175530,262160.000000
26,5.649000,4096.000000,645031.088435,284809.000000
26,7.918000,512.000000,2000564.467360,273735.000000
26,16.772000,64.000000,4706785.552354,300454.000000
26,30.000000,6.000000,5436802.266429,298588.000000
26,30.000000,9.000000,5009223.897830,299388.000000
26,30.000000,12.000000,4592184.746267,296905.000000
26,30.000000,15.000000,4593629.782629,302782.000000
26,30.000000,18.000000,4974372.328340,304617.000000
