Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
26,4.073000,262144.000000,114275.556148,105124.000000
26,4.639000,32768.000000,433551.832899,236898.000000
26,5.649000,4096.000000,767207.851383,276748.000000
26,7.918000,512.000000,2406094.216941,300146.000000
26,16.772000,64.000000,4636985.981819,296525.000000
26,30.000000,6.000000,5485007.084938,296969.000000
26,30.000000,9.000000,5205458.382520,303129.000000
26,30.000000,12.000000,4671481.883426,294154.000000
26,30.000000,15.000000,4622947.723805,303495.000000
26,30.000000,18.000000,4498201.216145,300572.000000
