Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
24,4.073000,262144.000000,302774.797690,173691.000000
24,4.639000,32768.000000,551431.818825,291528.000000
24,5.649000,4096.000000,939623.089603,270627.000000
24,7.918000,512.000000,2826539.025114,304577.000000
24,16.772000,64.000000,5482715.869849,298776.000000
24,30.000000,6.000000,6630862.591803,298313.000000
24,30.000000,9.000000,6231265.306841,298438.000000
24,30.000000,12.000000,5816134.636148,299372.000000
24,30.000000,15.000000,5814907.776224,303771.000000
24,30.000000,18.000000,5451352.193001,307465.000000
