Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
26,4.073000,262144.000000,349949.589320,212003.000000
26,4.639000,32768.000000,575691.239689,265920.000000
26,5.649000,4096.000000,954698.367457,254862.000000
26,7.918000,512.000000,1817445.315896,288622.000000
26,16.772000,64.000000,4470478.335318,292132.000000
26,30.000000,6.000000,5564612.540073,299346.000000
26,30.000000,9.000000,5085824.769466,301057.000000
26,30.000000,12.000000,4779464.320699,302229.000000
26,30.000000,15.000000,4326744.115543,299337.000000
26,30.000000,18.000000,4769683.889620,304106.000000
