Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
26,4.073000,262144.000000,519484.523024,366061.000000
26,4.639000,32768.000000,518884.229200,278530.000000
26,5.649000,4096.000000,931373.952452,304691.000000
26,7.918000,512.000000,1726271.408712,281501.000000
26,16.772000,64.000000,4441361.607700,290147.000000
26,30.000000,6.000000,5070120.710382,298801.000000
26,30.000000,9.000000,5142003.847931,300506.000000
26,30.000000,12.000000,4760684.585850,292368.000000
26,30.000000,15.000000,4449375.585593,300554.000000
26,30.000000,18.000000,4419059.036617,298837.000000
