Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
40,4.073000,262144.000000,87602.681357,62805.000000
40,4.639000,32768.000000,69028.213319,46800.000000
40,5.649000,4096.000000,43361.356655,19804.000000
40,7.918000,512.000000,27635.488054,11998.000000
40,16.772000,64.000000,12569.475844,2025.000000
40,30.000000,6.000000,13937.454825,2360.000000
40,30.000000,9.000000,14448.468362,2556.000000
40,30.000000,12.000000,13247.753470,2122.000000
40,30.000000,15.000000,14590.750700,2715.000000
40,30.000000,18.000000,16337.654789,3585.000000
