Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
28,4.073000,262144.000000,152362.822224,122134.000000
28,4.639000,32768.000000,216135.349476,121045.000000
28,5.649000,4096.000000,438179.504751,235433.000000
28,7.918000,512.000000,1236867.952034,286161.000000
28,16.772000,64.000000,3054419.219022,299681.000000
28,30.000000,6.000000,3898843.411321,299806.000000
28,30.000000,9.000000,3545745.237227,302692.000000
28,30.000000,12.000000,3552867.539429,302826.000000
28,30.000000,15.000000,2999593.905454,292879.000000
28,30.000000,18.000000,3091826.512409,303278.000000
