Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
30,4.073000,262144.000000,49974.845362,30134.000000
30,4.639000,32768.000000,306203.795862,247588.000000
30,5.649000,4096.000000,293815.357851,152316.000000
30,7.918000,512.000000,399222.010091,161211.000000
30,16.772000,64.000000,1963022.237616,259725.000000
30,30.000000,6.000000,1760228.763050,294279.000000
30,30.000000,9.000000,1576897.378019,296352.000000
30,30.000000,12.000000,2094659.431981,283450.000000
30,30.000000,15.000000,2307058.313384,301772.000000
30,30.000000,18.000000,1929805.289811,303800.000000
