Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
32,4.073000,262144.000000,89149.506628,71550.000000
32,4.639000,32768.000000,294655.001464,269142.000000
32,5.649000,4096.000000,172110.972126,83678.000000
32,7.918000,512.000000,56765.466809,17830.000000
32,16.772000,64.000000,91570.067517,24473.000000
32,30.000000,6.000000,80900.700553,27315.000000
32,30.000000,9.000000,144130.947038,31961.000000
32,30.000000,12.000000,205279.088993,40614.000000
32,30.000000,15.000000,84454.561203,20539.000000
32,30.000000,18.000000,144554.971976,33761.000000
