Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
26,4.073000,262144.000000,243096.268610,222748.000000
26,4.639000,32768.000000,181969.032409,111585.000000
26,5.649000,4096.000000,975015.523075,305916.000000
26,7.918000,512.000000,1806470.731588,293156.000000
26,16.772000,64.000000,4601044.428690,296201.000000
26,30.000000,6.000000,5564555.089566,301201.000000
26,30.000000,9.000000,5302804.008318,300574.000000
26,30.000000,12.000000,4697759.520916,301790.000000
26,30.000000,15.000000,4463392.084017,298142.000000
26,30.000000,18.000000,4783128.398750,307553.000000
