Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
24,4.073000,262144.000000,485066.380451,276474.000000
24,4.639000,32768.000000,323138.651743,248911.000000
24,5.649000,4096.000000,879344.781546,258331.000000
24,7.918000,512.000000,2444183.872944,302411.000000
24,16.772000,64.000000,5902310.904412,302455.000000
24,30.000000,6.000000,6380037.450818,298226.000000
24,30.000000,9.000000,6373985.027190,298438.000000
24,30.000000,12.000000,5818394.751463,299825.000000
24,30.000000,15.000000,5804473.975914,306850.000000
24,30.000000,18.000000,5418159.026163,303215.000000
