Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
26,4.073000,262144.000000,80774.801133,73811.000000
26,4.639000,32768.000000,541823.830760,271128.000000
26,5.649000,4096.000000,715935.300633,270517.000000
26,7.918000,512.000000,1637427.551949,286910.000000
26,16.772000,64.000000,4323102.513296,301070.000000
26,30.000000,6.000000,5542503.741971,301321.000000
26,30.000000,9.000000,5265362.894104,300447.000000
26,30.000000,12.000000,4535948.899989,303325.000000
26,30.000000,15.000000,4714826.052384,304287.000000
26,30.000000,18.000000,5059062.631669,301519.000000
