Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
24,4.073000,262144.000000,83946.619551,55708.000000
24,4.639000,32768.000000,544707.700467,237776.000000
24,5.649000,4096.000000,1032547.574520,259392.000000
24,7.918000,512.000000,2471737.317553,299306.000000
24,16.772000,64.000000,5882838.426319,295526.000000
24,30.000000,6.000000,6750823.627983,294558.000000
24,30.000000,9.000000,6501319.946172,301463.000000
24,30.000000,12.000000,5996826.632711,302081.000000
24,30.000000,15.000000,5699110.588469,297594.000000
24,30.000000,18.000000,5547693.562710,301158.000000
