Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
30,4.073000,262144.000000,521869.092098,338881.000000
30,4.639000,32768.000000,261477.186081,223344.000000
30,5.649000,4096.000000,273144.959165,179663.000000
30,7.918000,512.000000,289908.083768,94142.000000
30,16.772000,64.000000,1423605.727021,286149.000000
30,30.000000,6.000000,784657.040985,135092.000000
30,30.000000,9.000000,2015827.234211,254342.000000
30,30.000000,12.000000,1363184.574473,227039.000000
30,30.000000,15.000000,1430271.519704,260875.000000
30,30.000000,18.000000,1140303.396500,198612.000000
