Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
34,4.073000,262144.000000,92286.798720,76416.000000
34,4.639000,32768.000000,160792.977592,141980.000000
34,5.649000,4096.000000,47308.360878,24084.000000
34,7.918000,512.000000,77805.788564,43113.000000
34,16.772000,64.000000,26997.305495,6419.000000
34,30.000000,6.000000,37921.471609,8546.000000
34,30.000000,9.000000,44633.847190,14134.000000
34,30.000000,12.000000,40358.996866,7546.000000
34,30.000000,15.000000,43624.887450,9323.000000
34,30.000000,18.000000,45419.834588,12166.000000
